"","Species","Order","Family","Genus","SV","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","image.files","description","Source"
"417","Pseudopleuronectes yokohamae","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","3","present","",608831,"","Pseudopleuronectes yokohamae","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"418","Planiliza haematocheilus","Mugiliformes","Mugilidae","Planiliza","3","present","",963124,"","Planiliza haematocheilus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"419","Inimicus japonicus","Perciformes/Scorpaenoidei","Synanceiidae","Inimicus","3","present","",301023,"","Inimicus japonicus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"420","Lophiosilurus alexandri","Siluriformes","Pseudopimelodidae","Lophiosilurus","3","present","",498407,"","Lophiosilurus alexandri","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"421","Lophius litulon","Lophiiformes","Lophiidae","Lophius","3","present","",607757,"","Lophius litulon","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"422","Sander lucioperca","Perciformes/Percoidei","Percidae","Sander","3","present","y",557682,"","Sander lucioperca","","","""The infundibular gland (saccus vasculosus) is broad, and in some cases the same width along its entire length and extending a little behind the inferior lobes (Lucioperca)"" (translated)","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Acanthurus%22+AND+%22saccus+vasculosus%22&ots=a5FmofkAKr&sig=jZSIZXbhDdSTpnxJ9q3zaz5KNZU#v=onepage&q=saccus&f=false"
"423","Microcanthus strigatus","Centrarchiformes","Microcanthidae","Microcanthus","3","present","",188292,"","Microcanthus strigatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"424","Microglanis cottoides","Siluriformes","Pseudopimelodidae","Microglanis","3","present","",3624176,"","Microglanis cottoides","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"425","Micropterus salmoides","Centrarchiformes","Centrarchidae","Micropterus","3","present","y",230493,"","Micropterus salmoides","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"426","Monodactylus argenteus","Eupercaria/misc","Monodactylidae","Monodactylus","3","present","",763919,"","Monodactylus argenteus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"427","Mormyrus kannume","Osteoglossiformes","Mormyridae","Mormyrus","3","present","",3643916,"","Mormyrus kannume","","","","https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1463-6395.1992.tb00950.x"
"428","Mugil cephalus","Mugiliformes","Mugilidae","Mugil","3","present","y",418648,"","Mugil cephalus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"429","Muraenolepis microps","Gadiformes","Muraenolepididae","Muraenolepis","3","present","",185099,"","Muraenolepis microps","","Muraenolepis_microps_drawing_ventral Muraenolepis_microps_cross section","","https://sci-hub.se/10.1002/jmor.1057"
"430","Nandus nandus","Anabantiformes","Nandidae","Nandus","3","present","",196682,"","Nandus nandus","","","There is a remarkably high vascular supply to the saecus vasculosus of Etroplus maculatus, Nandus nandus, Trichogaster /asciatus and Eutropiichthys vacha","https://doi.org/10.1007/BF00633910"
"431","Chitala chitala","Osteoglossiformes","Notopteridae","Chitala","3","present","",863123,"","Chitala chitala","","","""Notopterus and  Xenomystus possess a large saccus vasculosus (Fig. 12""","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/33/1/33_1_27/_pdf/-char/ja"
"432","Chitala chitala","Osteoglossiformes","Notopteridae","Chitala","3","present","",863123,"","Chitala chitala","","","The saccus vasculosus is absent in Pantodon and Gymnarchus, but it is well developed in Notopterus and Xenomystus.","https://doi.org/10.11369/jji1950.33.27"
"433","Chitala chitala","Osteoglossiformes","Notopteridae","Chitala","3","present","",863123,"","Chitala chitala","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"434","Notopterus notopterus","Osteoglossiformes","Notopteridae","Notopterus","3","present","",904617,"","Notopterus notopterus","","","","https://easletters.com/article/aa9w-histological-and-histochemical-observations-on-the-saccus-vasculosus-of-freshwater-featherback-notopterus-notopterus-pallas-1769 (no doi)"
"435","Oncorhynchus masou","Salmoniformes","Salmonidae","Oncorhynchus","3","present","",982404,"","Oncorhynchus masou","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"436","Oncorhynchus masou","Salmoniformes","Salmonidae","Oncorhynchus","3","present","",982404,"","Oncorhynchus masou","","Oncorhynchus_masou_drawing_lateral_ventral_fig4","","https://doi.org/10.11369/jji1950.5.175"
"437","Oncorhynchus mykiss (species in domain Eukaryota)",NA,NA,NA,"3","present","y",165368,"","Oncorhynchus mykiss (species in domain Eukaryota)","","","described as ""considerably bigger and epithelium is very folded"" but does not say bigger than what.","https://doi.org/10.1002/jmor.1052060109open_in_new"
"438","Oncorhynchus mykiss (species in domain Eukaryota)",NA,NA,NA,"3","present","y",165368,"","Oncorhynchus mykiss (species in domain Eukaryota)","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"439","Oncorhynchus masou masou",NA,NA,NA,"3","present","y",207835,"infraspecific","Oncorhynchus masou masou","","Oncorhynchus_masou_masou_drawing_cross_section_fig1H.png
Oncorhynchus_masou_masou_drawing_cross_section_fig3H.png","","10.1016/j.neulet.2009.06.067"
"440","Ophisurus macrorhynchos","Anguilliformes","Ophichthidae","Ophisurus","3","present","",65747,"","Ophisurus macrorhynchos","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"441","Oplegnathus fasciatus","Centrarchiformes","Oplegnathidae","Oplegnathus","3","present","y",711801,"","Oplegnathus fasciatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"442","Osphronemus goramy","Anabantiformes","Osphronemidae","Osphronemus","3","present","",612525,"","Osphronemus goramy","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"443","Oxycirrhites typus","Centrarchiformes","Cirrhitidae","Oxycirrhites","3","present","",702709,"","Oxycirrhites typus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"444","Pagothenia borchgrevinki","Perciformes/Notothenioidei","Nototheniidae","Pagothenia","3","present","y",781792,"","Pagothenia borchgrevinki","","","""When the saccus is large, it is visible in alateral view of the brain, projecting ventrallyand caudally to the inferior lobes (Fig. 10A).In Figures 2B and 9 the saccus is drawn witha scalloped margin to distinguish it fromneural tissue. ""","https://doi.org/10.1002/jmor.1052230107"
"445","Pagrus major","Eupercaria/misc","Sparidae","Pagrus","3","present","y",765344,"","Pagrus major","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"446","Pangasius polyuranodon","Siluriformes","Pangasiidae","Pangasius","3","present","",199220,"","Pangasius polyuranodon","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"447","Papyrocranus afer","Osteoglossiformes","Notopteridae","Papyrocranus","3","present","",239121,"","Papyrocranus afer","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"448","Parachromis managuensis","Cichliformes","Cichlidae","Parachromis","3","present","y",797202,"","Parachromis managuensis","","Parachromis_managuensis_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"449","Paralichthys olivaceus","Pleuronectiformes","Paralichthyidae","Paralichthys","3","present","y",883392,"","Paralichthys olivaceus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"450","Parapercis sexfasciata","Perciformes/Uranoscopoidei","Pinguipedidae","Parapercis","3","present","",132534,"","Parapercis sexfasciata","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"451","Paraplagusia japonica","Pleuronectiformes","Cynoglossidae","Paraplagusia","3","present","",126710,"","Paraplagusia japonica","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"452","Parapristipoma trilineatum","Eupercaria/misc","Haemulidae","Parapristipoma","3","present","",64274,"","Parapristipoma trilineatum","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"453","Parupeneus barberinoides","Mulliformes","Mullidae","Parupeneus","3","present","",758968,"","Parupeneus barberinoides","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"454","Parablennius yatabei","Blenniiformes","Blenniidae","Parablennius","3","present","",155048,"","Parablennius yatabei","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"455","Ophichthus zophistius",NA,NA,NA,"3","present","",483995,"","Ophichthus zophistius","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"456","Platycephalus indicus","Perciformes/Scorpaenoidei","Platycephalidae","Platycephalus","3","present","",599906,"","Platycephalus indicus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"457","Plecoglossus altivelis","Osmeriformes","Plecoglossidae","Plecoglossus","3","present","y",486933,"","Plecoglossus altivelis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"458","Pleuragramma antarctica",NA,NA,NA,"3","present","",303042,"","Pleuragramma antarctica","","Pleuragramma_antarcticum_drawing_lateral_2","","DOI:10.3390/d16040214"
"459","Pleuragramma antarctica",NA,NA,NA,"3","present","",303042,"","Pleuragramma antarctica","","Pleuragramma_antarcticum_drawing_lateral","","https://doi.org/10.1002/jmor.10926"
"460","Pleuragramma antarctica",NA,NA,NA,"3","present","",303042,"","Pleuragramma antarctica","","Pleuragramma_antarcticum_drawing_lateral_3","","?"
"461","Pleuronichthys cornutus","Pleuronectiformes","Pleuronectidae","Pleuronichthys","3","present","",891078,"","Pleuronichthys cornutus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"462","Pogonophryne scotti","Perciformes/Notothenioidei","Artedidraconidae","Pogonophryne","3","present","",659897,"","Pogonophryne scotti","","","""When the saccus is large, it is visible in alateral view of the brain, projecting ventrallyand caudally to the inferior lobes (Fig. 10A).In Figures 2B and 9 the saccus is drawn witha scalloped margin to distinguish it fromneural tissue. ""","https://doi.org/10.1002/jmor.1052230107"
"463","Polypterus bichir","Polypteriformes","Polypteridae","Polypterus","3","present","",735234,"","Polypterus bichir","","Polypterus_bichir_drawing_sagittal_section_fig22a","","https://books.google.ca/books?hl=en&lr=&id=fXMSU4RBtYMC&oi=fnd&pg=PA58&dq=%22Astyanax+mexicanus%22+AND+(%22saccus+vasculosus%22)&ots=wHLhQBGxgg&sig=6FyIUBGoVv8AVqtvuFjRMMa-ImA#v=onepage&q=saccus%20vasculosus&f=false"
"464","Porichthys notatus","Batrachoidiformes","Batrachoididae","Porichthys","3","present","",720409,"","Porichthys notatus","","","","https://doi.org/10.1002/cne.24765"
"465","Pterophyllum scalare","Cichliformes","Cichlidae","Pterophyllum","3","present","",220929,"","Pterophyllum scalare","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"466","Psenopsis anomala","Scombriformes","Centrolophidae","Psenopsis","3","present","",137653,"","Psenopsis anomala","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"467","Pseudoblennius percoides","Perciformes/Cottoidei","Cottidae","Pseudoblennius","3","present","",3632196,"","Pseudoblennius percoides","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"468","Pseudolabrus japonicus","Eupercaria/misc","Labridae","Pseudolabrus","3","present","",823202,"","Pseudolabrus japonicus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"469","Pseudopimelodus bufonius","Siluriformes","Pseudopimelodidae","Pseudopimelodus","3","present","",61474,"","Pseudopimelodus bufonius","","Pseudopimelodus_mangurus_drawing_ventral_lateral_fig1",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly012"
"470","Pseudopimelodus mangurus","Siluriformes","Pseudopimelodidae","Pseudopimelodus","3","present","",61478,"","Pseudopimelodus mangurus","","Pseudopimelodus_mangurus_drawing_ventral_lateral_fig1.png",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"471","Pseudopimelodus mangurus","Siluriformes","Pseudopimelodidae","Pseudopimelodus","3","present","",61478,"","Pseudopimelodus mangurus","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"472","Pterogobius elapoides","Gobiiformes","Gobiidae","Pterogobius","3","present","",173379,"","Pterogobius elapoides","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"473","Pterogobius virgo","Gobiiformes","Gobiidae","Pterogobius","3","present","",173385,"","Pterogobius virgo","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"474","Pteragogus flagellifer","Eupercaria/misc","Labridae","Pteragogus","3","present","",351871,"","Pteragogus flagellifer","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"475","Pygocentrus nattereri","Characiformes","Serrasalmidae","Pygocentrus","3","present","y",649803,"","Pygocentrus nattereri","","","","https://doi.org/10.22034/ijab.v11i5.2040 (doi doesn't work) https://ij-aquaticbiology.com/index.php/ijab/article/view/2040"
"476","Pyrrhulina australis","Characiformes","Lebiasinidae","Pyrrhulina","3","present","",435753,"","Pyrrhulina australis","","","""the Saccus vasculosus is well developed and ovoid
elongated""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"477","Rastrelliger brachysoma","Scombriformes","Scombridae","Rastrelliger","3","present","",916275,"","Rastrelliger brachysoma","","","","https://wjst.wu.ac.th/index.php/wjst/article/view/1662/601 (no doi)"
"478","Repomucenus richardsonii",NA,NA,NA,"3","present","",473931,"","Repomucenus richardsonii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"479","Oncorhynchus mykiss gairdneri",NA,NA,NA,"3","present","",57412,"infraspecific","Oncorhynchus mykiss gairdneri","","","","https://doi.org/10.1007/BF00224316"
"480","Oncorhynchus mykiss irideus",NA,NA,NA,"3","present","",578312,"infraspecific","Oncorhynchus mykiss irideus","","","In the depression surrounded by the lateral lobes and the caudal edges of the medial lobe lies a huge blood vessel sac (saccus vasculosus) previously only seen in the brain of Lucioperca lucioperca.","https://publikacio.uni-eszterhazy.hu/1155/1/263-284_Bende.pdf"
"481","Salmo salar","Salmoniformes","Salmonidae","Salmo","3","present","y",688328,"","Salmo salar","","Salmo_salar_lateral_drawing_fig4a","","https://doi.org/10.3389/fnana.2020.00048"
"482","Salmo salar","Salmoniformes","Salmonidae","Salmo","3","present","y",688328,"","Salmo salar","","","","https://doi.org/10.1111/j.1463-6395.1974.tb00186.x"
"483","Salmo salar","Salmoniformes","Salmonidae","Salmo","3","present","y",688328,"","Salmo salar","","","","https://doi.org/10.1111/jzo.12392"
"484","Salvelinus leucomaenis","Salmoniformes","Salmonidae","Salvelinus","3","present","",688317,"","Salvelinus leucomaenis","","Salvelinus_leucomaenis_drawing_ventral","","https://doi.org/10.2331/suisan.33.303"
"485","Salvelinus leucomaenis","Salmoniformes","Salmonidae","Salvelinus","3","present","",688317,"","Salvelinus leucomaenis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"486","Salvelinus fontinalis","Salmoniformes","Salmonidae","Salvelinus","3","present","y",688339,"","Salvelinus fontinalis","","Salvelinus_fontinalis_drawing_sagittal_section","","https://doi.org/10.1002/aja.1001220209"
"487","Sargocentron sp.",NA,NA,NA,"3","present","",983871,"not_otu, incertae_sedis","Sargocentron sp.","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"488","Saurida undosquamis","Aulopiformes","Synodontidae","Saurida","3","present","",802170,"","Saurida undosquamis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"489","Scatophagus argus","Acanthuriformes","Scatophagidae","Scatophagus","3","present","",773212,"","Scatophagus argus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"490","Scomber japonicus","Scombriformes","Scombridae","Scomber","3","present","y",70556,"","Scomber japonicus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"491","Sebastes inermis","Perciformes/Scorpaenoidei","Sebastidae","Sebastes","3","present","",767460,"sibling_higher","Sebastes inermis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"492","Sebastes schlegelii","Perciformes/Scorpaenoidei","Sebastidae","Sebastes","3","present","",206127,"sibling_higher","Sebastes schlegelii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"493","Sebastes hubbsi","Perciformes/Scorpaenoidei","Sebastidae","Sebastes","3","present","y",778320,"sibling_higher","Sebastes hubbsi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"494","Sebastiscus marmoratus","Perciformes/Scorpaenoidei","Sebastidae","Sebastiscus","3","present","",986386,"","Sebastiscus marmoratus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"495","Seriola quinqueradiata","Carangiformes","Carangidae","Seriola","3","present","y",186469,"","Seriola quinqueradiata","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"496","Serrasalmus maculatus","Characiformes","Serrasalmidae","Serrasalmus","3","present","",900276,"","Serrasalmus maculatus","","","""The Saccus vasculosus is conspicuous and can be located just below the Lobus inferior hypothalami in S. maculatus (Fig. 13 C) and inconspicuous or absent in S. rhombeus (Fig. 14 C)."" (translated)","http://hdl.handle.net/11612/2926"
"497","Siganus fuscescens","Acanthuriformes","Siganidae","Siganus","3","present","y",927037,"","Siganus fuscescens","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"498","Sillago japonica","Eupercaria/misc","Sillaginidae","Sillago","3","present","",56114,"","Sillago japonica","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"499","Solea senegalensis","Pleuronectiformes","Soleidae","Solea","3","present","y",366998,"","Solea senegalensis","","Solea_senegalensis_image_lateral_fig1a Solea_senegalensis_image_lateral_fig2","","http://hdl.handle.net/10261/47755"
"500","Solea senegalensis","Pleuronectiformes","Soleidae","Solea","3","present","y",366998,"","Solea senegalensis","","","","https://doi.org/10.1023/A:1003917913297"
"501","Sphaeramia nematoptera","Kurtiformes","Apogonidae","Sphaeramia","3","present","",799234,"","Sphaeramia nematoptera","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"502","Sphyraena pinguis","Carangaria/misc","Sphyraenidae","Sphyraena","3","present","",691678,"incertae_sedis_inherited","Sphyraena pinguis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"503","Steindachneridion parahybae","Siluriformes","Pimelodidae","Steindachneridion","3","present","",297574,"","Steindachneridion parahybae","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"504","Stephanolepis cirrhifer","Tetraodontiformes","Monacanthidae","Stephanolepis","3","present","",191033,"","Stephanolepis cirrhifer","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"505","Symphysodon aequifasciata",NA,NA,NA,"3","present","",220923,"","Symphysodon aequifasciata","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"506","Syngnathus schlegeli","Syngnathiformes","Syngnathidae","Syngnathus","3","present","",259361,"","Syngnathus schlegeli","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"507","Takifugu alboplumbeus","Tetraodontiformes","Tetraodontidae","Takifugu","3","present","",465414,"","Takifugu alboplumbeus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"508","Takifugu pardalis","Tetraodontiformes","Tetraodontidae","Takifugu","3","present","",407058,"","Takifugu pardalis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"509","Takifugu xanthopterus","Tetraodontiformes","Tetraodontidae","Takifugu","3","present","",139541,"","Takifugu xanthopterus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"510","Tetraodon fluviatilis",NA,NA,NA,"3","present","",120277,"","Tetraodon fluviatilis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"511","Thamnaconus modestus","Tetraodontiformes","Monacanthidae","Thamnaconus","3","present","",793159,"","Thamnaconus modestus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"512","Toxotes jaculatrix","Carangaria/misc","Toxotidae","Toxotes","3","present","",712588,"incertae_sedis_inherited","Toxotes jaculatrix","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"513","Toxotes chatareus","Carangaria/misc","Toxotidae","Toxotes","3","present","y",367548,"incertae_sedis_inherited","Toxotes chatareus","","Toxotes_chatareus_image_cross_section","","https://doi.org/10.3389/fnana.2016.00106"
"514","Trachurus japonicus","Carangiformes","Carangidae","Trachurus","3","present","y",43502,"","Trachurus japonicus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"515","Trichiurus lepturus","Scombriformes","Trichiuridae","Trichiurus","3","present","",143398,"extinct","Trichiurus lepturus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"516","Trichogaster fasciata","Anabantiformes","Osphronemidae","Trichogaster","3","present","",1089987,"","Trichogaster fasciata","","","There is a remarkably high vascular supply to the saecus vasculosus of Etroplus maculatus, Nandus nandus, Trichogaster /asciatus and Eutropiichthys vacha","https://doi.org/10.1007/BF00633910"
"517","Trichopodus leerii","Anabantiformes","Osphronemidae","Trichopodus","3","present","",785740,"","Trichopodus leerii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"518","Trogloglanis pattersoni","Siluriformes","Ictaluridae","Trogloglanis","3","present","y",3624008,"","Trogloglanis pattersoni","","","""A very conspicuous feature in the brain
anatomy of both Texas blindcats is the hyper-
trophy of the saccus vasculosus, a ventral evag-
ination of the midbrain, which was filled with
erythrocytes within its extensive network of
blood vessels""","https://doi.org/10.2307/1447075"
"519","Utiaritichthys sennaebragai","Characiformes","Serrasalmidae","Utiaritichthys","3","present","",3625952,"","Utiaritichthys sennaebragai","","","""The Saccus vasculosus (Fig. 15 C) is highly developed and can be visualized between the halves of the Lobus inferior hypothalami."" (translated)","http://hdl.handle.net/11612/2926"
"520","Utiaritichthys sennaebragai","Characiformes","Serrasalmidae","Utiaritichthys","3","present","",3625952,"","Utiaritichthys sennaebragai","","","""Saccus vasculosus is highly developed,
between the halves of the lower lobus hypothalami""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"521","Xenomystus nigri","Osteoglossiformes","Notopteridae","Xenomystus","3","present","",863129,"","Xenomystus nigri","","","""Notopterus and  Xenomystus possess a large saccus vasculosus (Fig. 12""","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/33/1/33_1_27/_pdf/-char/ja"
"522","Xenomystus nigri","Osteoglossiformes","Notopteridae","Xenomystus","3","present","",863129,"","Xenomystus nigri","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"523","Zanclus cornutus","Acanthuriformes","Zanclidae","Zanclus","3","present","y",199070,"","Zanclus cornutus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"524","Zebrasoma velifer","Acanthuriformes","Acanthuridae","Zebrasoma","3","present","",3638940,"","Zebrasoma velifer","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"525","Zeus faber","Zeiformes","Zeidae","Zeus","3","present","y",918920,"","Zeus faber","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"526","Diplodus sargus","Eupercaria/misc","Sparidae","Diplodus","3","present","y",239665,"","Diplodus sargus","","Diplodus_sargus_drawing_sagittal","","https://link.springer.com/article/10.1023/A:1014912110318"
"527","Platichthys flesus","Pleuronectiformes","Pleuronectidae","Platichthys","3","present","y",408331,"","Platichthys flesus","","Platichthys_flesus_drawing_lateral platichthys_flesus_drawing_cross_section","","https://doi.org/10.1007/BF00171749"
"528","Acipenser baerii","Acipenseriformes","Acipenseridae","Acipenser","3.5","present","",518827,"","Acipenser baerii","","","""Coronet cells showed very intense glycine staining and were very abundant in the saccus vasculosus, a highly folded neuroepithelial structure of the caudal hypothalamus (Fig. 2KÐM).""","https://doi.org/10.1002/cne.22556"
"529","Acipenser baerii","Acipenseriformes","Acipenseridae","Acipenser","3.5","present","",518827,"","Acipenser baerii","","","","https://doi.org/10.1002/cne.22556"
"530","Agoniates halecinus","Characiformes","Triportheidae","Agoniates","3.5","present","",673669,"","Agoniates halecinus","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"531","Akarotaxis nudiceps","Perciformes/Notothenioidei","Bathydraconidae","Akarotaxis","3.5","present","y",682053,"","Akarotaxis nudiceps","","Akarotaxis_nudiceps_drawing_lateral","","DOI:10.3390/d16040214"
"532","Astyanax altiparanae","Characiformes","Characidae","Astyanax","3.5","present","",466082,"","Astyanax altiparanae","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"533","Astyanax mexicanus","Characiformes","Characidae","Astyanax","3.5","present","y",701518,"","Astyanax mexicanus","","Astyanax_mexicanus_drawing_lateral_ventral.png
Astyanax_mexicanus_image_lateral_ventral.png","","https://doi.org/10.7554/eLife.32808"
"534","Astyanax mexicanus","Characiformes","Characidae","Astyanax","3.5","present","y",701518,"","Astyanax mexicanus","","Astyanax_mexicanus_drawing_lateral_ventral_fig2.png","","https://doi.org/10.1007/978-1-0716-2875-1_13"
"535","Cephalosilurus fowleri","Siluriformes","Pseudopimelodidae","Cephalosilurus","3.5","present","",3624192,"","Cephalosilurus fowleri","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"536","Chalceus erythrurus","Characiformes","Chalceidae","Chalceus","3.5","present","",990648,"","Chalceus erythrurus","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"537","Chionodraco hamatus","Perciformes/Notothenioidei","Channichthyidae","Chionodraco","3.5","present","y",185365,"","Chionodraco hamatus","","","","https://doi.org/10.1002/jmor.10221"
"538","Chionodraco hamatus","Perciformes/Notothenioidei","Channichthyidae","Chionodraco","3.5","present","y",185365,"","Chionodraco hamatus","","Chionodraco_hamatus_drawing_lateral","","DOI:10.3390/d16040214"
"539","Cynodon gibbus","Characiformes","Cynodontidae","Cynodon","3.5","present","",545269,"","Cynodon gibbus","","","""the Saccus vasculosus is
well developed, assuming a semi-oval shape""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"540","Diplodus sargus","Eupercaria/misc","Sparidae","Diplodus","3.5","present","y",239665,"","Diplodus sargus","","","","10.6092/unibo/amsdottorato/654"
"541","Dissostichus mawsoni","Perciformes/Notothenioidei","Nototheniidae","Dissostichus","3.5","present","y",504786,"","Dissostichus mawsoni","","Dissostichus_mawsoni_image_sagittal_section","","https://doi.org/10.1002/jmor.10926"
"542","Dissostichus mawsoni","Perciformes/Notothenioidei","Nototheniidae","Dissostichus","3.5","present","y",504786,"","Dissostichus mawsoni","","","","https://doi.org/10.1002/jmor.1052230107"
